card_id,name,yomi,cost,type,power,effect,lore,set,tag
524,海賊剣,海賊剣 / かいぞくけん,2,装備,,自分の[海賊]1体を+300。相手か相手のモンスター1体に300ダメージ。,必ずや錆か血のどちらかを知る。,RP02-ランダムパスvol2_グループ5,#魔法カード
525,融解,融解 / ゆうかい,2,,,自分の手札に「ノーマルエネルギー」が無い時使用できない。自分の手札から「ノーマルエネルギー」1枚を捨てる。自分は2枚引く。,やがて循環の一部となる。,MCS02-魔術指南,#魔法カード
526,迫り来る魚影,迫り来る魚影 / せまりくるぎょえい,2,水,,自分の[海]のフィールドが場に無い時使用できない。4コスト以下のモンスター1体を破壊する。,獲るか、獲られるか。,RP02-ランダムパスvol2_グループ6,#魔法カード
527,二者択双,二者択双 / にしゃたくそう,2,,,自分の捨て札から1コスト以下の[幽霊]か[ゾンビ]2体までを出す。,選ばなくてもすぐにもう一つ生まれるだろう。,RP01-ランダムパスvol1_グループ5,#魔法カード
528,丸太騙し,丸太騙し / まるただまし,2,闇,,自分のデッキの向きを変える。自分のモンスター1体を手札に戻す。,我が目こそ、最も欺かれしものなりけり。,STR07-妖の饗宴,#魔法カード
529,火山弾,火山弾 / かざんだん,2,火,,相手か相手のモンスター1体に500ダメージ。,活発な火山活動を続けるペトラ山は、その昔多くの生物を焼き払った。,STR01-灼熱竜の咆哮,#魔法カード
530,火柱,火柱 / ひばしら,2,火,,自分の[火]のエネルギーが場に無い時使用できない。モンスター1体に800ダメージ。,意識までもが焦げ落ちる。,DES03-楽園賛歌_グループ3,#魔法カード
531,炎鱗の選別,炎鱗の選別 / えんりんのせんべつ,2,火,,自分の手札に他の[火]が無い時使用できない。自分の手札から[火]1枚を捨てる。自分のデッキから「炎鱗の選別」1枚までを手札に加える。自分は1枚引く。,腕の良い鍛冶屋は二の次であろう。,MCS05-炎鱗の舞踏,#魔法カード
532,氷漬け,氷漬け / こおりづけ,2,水,,自分の[水]のエネルギーが場に無い時使用できない。相手のモンスター1体は「自分のターン終了時まで攻撃できない。」を持つ。自分は1枚引く。,,STR09-真なる力_グループ3,#魔法カード
533,闇の誘惑,闇の誘惑 / やみのゆうわく,2,,,自分は手札から1枚を捨てる。自分のデッキから[闇]の魔法1枚までを手札に加える。,理性の崩壊。,CS01-新天地_グループ6,#魔法カード
534,回転刃,回転刃 / かいてんじん,2,,,相手のランダムなモンスター1体に700ダメージ。,奏でるは死の旋律。,CS01-新天地_グループ6,#魔法カード
535,禁忌の錬成,禁忌の錬成 / きんきのれんせい,2,闇,,自分の[闇]のエネルギーが場に無い時使用できない。自分の捨て札からモンスター1枚までを手札に加える。,創り出した生命はオリジナルと言えるか。,DES02-秘匿区域_グループ3,#魔法カード
536,導く尖晶石,導く尖晶石 / すぴねる・りーど,2,宝石,,以下からランダムに1つ行う。自分の[宝石]が2体以上場にいるなら、全て行う。①自分は2枚引く。②自分の[宝石]1体を+400。,不確かな加護。,MCS09-未来永劫_グループ2,#魔法カード
537,エルダイト深夜作戦,エルダイト深夜作戦 / えるだいとしんやさくせん,2,戦法,,自分の[森]のフィールドが場にあるなら、自分のデッキから「量産型タイロス」4体までを出す。,「樹木密度が高い地域だ、センサーを最大感度にセットして、敵影を逃すな。」,RP02-ランダムパスvol2_グループ8,#魔法カード
538,魂の共鳴,魂の共鳴 / たましいのきょうめい,2,"夢,召喚術",,場の自分の[夢]のモンスターも共鳴条件として扱うことができる共鳴召喚を行う。[夢]を共鳴召喚したなら、相手のモンスター全てを破壊する。,あなたのせかいにわたしはいない。わたしのせかいにあなたはない。一夢幻の管理人,RP02-ランダムパスvol2_グループ2,#魔法カード
539,ゴブリン突撃！,ゴブリン突撃！ / ごぶりんとつげき！,2,,,自分のデッキから2コスト以下の[ゴブリン]1体までを出す。,危なーい！,CS01-新天地_グループ6,#魔法カード
540,龍の記憶,龍の記憶 / りゅうのきおく,2,,,自分の手札に[ドラゴン]が無い時使用できない。自分の手札から[ドラゴン]1枚を捨てる。自分は2枚引く。,それは鮮明な血の記憶。,RP02-ランダムパスvol2_グループ3,#魔法カード
541,弱者の爆発,弱者の爆発 / じゃくじゃのばくはつ,2,火,,2コスト以下のモンスター1体を破壊する。,その命も散り際も一瞬。,CS03-共鳴地_グループ4,#魔法カード
542,突風,突風 / とっぷう,2,風,,相手の翼全てを破壊する。,大自然の前では、まるで脆き夢である。,CS01-新天地_グループ6,#魔法カード
543,森の雫,森の雫 / もりのしずく,2,地,,自分の[地]のエネルギーが場に無い時使用できない。自分のデッキから「ノーマルエネルギー」1枚までをタップして出す。,大自然の選択。,RP01-ランダムパスvol1_グループ8,#魔法カード
544,集団戦法,集団戦法 / しゅうだんせんぼう,2,戦法,,相手のモンスター1体に (自分のモンスターの数×300) ダメージ。,団結こそが最大の武器である。,STR04-王国騎士団,#魔法カード
545,炎鱗弓,炎鱗弓 / えんりんきゅう,2,"火,装備",,"モンスター1体に (自分の捨て札の[火]の枚数×100) ダメージ。自分の[火,ヒト]1体を+300。",星を爆ぜ、夜を溶かす。,RP01-ランダムパスvol1_グループ6,#魔法カード
546,休息,休息 / きゅうそく,2,,,自分を500回復。自分は1枚引く。,旅人の癒れない時間。,ベーシック,#魔法カード
547,闇の誘惑,闇の誘惑 / やみのゆうわく,2,,,自分は手札から1枚を捨てる。自分のデッキから[闇]の魔法1枚までを手札に加える。,【特別交換またはイベント配布】「カロリーって、摂りすぎると飽和して消滅するらしいよ！」,特別交換カード,#魔法カード
548,知識の圧縮,知識の圧縮 / ちしきのあっしゅく,2,水,,自分の[水]のエネルギーが場に無い時使用できない。自分は2枚引く。自分の手札から1枚を捨てる。,,STR09-真なる力_グループ3,#魔法カード
549,招かれざる恐怖,招かれざる恐怖 / まねかれざるきょうふ,2,,,自分の[恐竜]のモンスターが場に無い時使用できない。モンスター1体に1000ダメージ。,恐怖からは隠しきれない。,STR05-太古の覇者,#魔法カード
550,拡散炎,拡散炎 / かくさんえん,2,火,,相手のモンスター全てに300ダメージ。,火の魔術の原点、そして到達点。,STR02-立ちはだかる氷像,#魔法カード
551,闇討ち,やみうち,2,"闇, 戦法",,相手のタップ中のモンスター1体に700ダメージ。,残るは静寂のみ。,MCS02-魔術指南,#魔法カード
552,木立火,こだちび,2,火,,[虫]全てを破壊する。,自然に否定された者たち。,プロモーションカード,#魔法カード
553,月迎え,つきむかえ,2,"闇, 月",,自分のデッキの向きを変える。自分のデッキか捨て札から[妖怪]1枚までを手札に加える。,月こそ道標（しるべ）なり。,STR07-妖の饗宴,#魔法カード
554,縛り上げ,しばりあげ,3,地,,「攻撃できない。」を持つモンスター1体を破壊する。自分を300回復。,自由とは程遠い。,CS02-未開地_グループ4,#魔法カード
555,古びた加速部品,ふるびたかそくぶひん,3,部品,,自分の[機械]1体は「場に出たターンでも攻撃できる。」を持つ。,その意志は錆びない。,DES01-闘争本能_グループ3,#魔法カード
556,誤射,ごしゃ,3,,,モンスター1体以外は幸せになる。※幸せにより破壊される。,[アカウント登録数5000突破記念]「あの辺を狙って～…ってアレ？」,プロモーションカード,#魔法カード #オリカ
557,知識の波,ちしきのなみ,3,ベーシック,,自分は2枚引く。,知は無限をもたらす。,ベーシック,#魔法カード
558,人形の一撃,にんぎょうのいちげき,3,,,自分の[ゴーレム]のモンスターが場に無い時使用できない。相手のモンスター1体を破壊する。相手に500ダメージ。,山を割り、空を破く。,DES01-闘争本能_グループ3,#魔法カード
559,十文字炎,じゅうもんじえん,3,火,,自分の[火]のエネルギーが場に無い時使用できない。以下から1つ選ぶ。①相手か相手のモンスター1体に600ダメージ。②相手のモンスター全てに300ダメージ。,,STR09-真なる力_グループ2,#魔法カード
560,落石,らくせき,3,地,,相手のモンスター1体に900ダメージ。,山の怒りが希望を打ち砕く。,ベーシック,#魔法カード
561,舞う尖晶石,すぴねる・だんす,3,宝石,,自分の手札に他の[宝石]が無い時使用できない。自分の手札から[宝石]1枚を捨てる。モンスター1体に1200ダメージ。,遠き時へ刻まれる。,MCS09-未来永劫_グループ2,魔法カード
562,翼落とし,つばさおとし,3,風,,相手の[ドラゴン]又は[鳥]又は[ハーピー]又は[グリフォン]又は[ペガサス]1体を破壊する。,空が大地へと還る。,CS01-新天地_グループ6,魔法カード
563,古びた携帯電池,ふるびたけいたいでんち,3,部品,,自分の捨て札から600パワー以下の[機械]1体までを出す。,かつてそれは一日を支えた。,RP01-ランダムパスvol1_グループ3,魔法カード
564,VOID,VOID,3,宇宙,,自分と相手のエネルギー1枚ずつを破壊する。自分と相手の手札全てを公開する。自分の相手の手札1枚ずつを捨てる。自分と相手の捨て札全てをデッキに戻す。,[オリカチケット/Crane]無と無を還すこと。,プロモーションカード,魔法カード #オリカ
565,超爆発,ちょうばくはつ,3,,,モンスターと罠とフィールド全てを破壊する。,爆弾がいっぱいあったらつよい。,オリカ-シーズン1,魔法カード #オリカ
566,嵐流撃,らんりゅうげき,3,風,,自分の[グリフォン]のモンスターが場に無い時使用できない。場から相手のモンスター1体を捨てる。相手は2枚引く。,彼方に消えゆくは存在。,DES03-楽園賛歌_グループ2,魔法カード
567,風化,ふうか,3,,,モンスター全ての効果を消す。,大地を撫でる風は真実を咎める。,CS01-新天地_グループ6,魔法カード
568,希う尖晶石,すぴねる・ほーぷ,3,宝石,,自分のデッキからカード1枚までを手札に加える。,願いが願いでなくなる時。,MCS09-未来永劫_グループ2,魔法カード
569,安息の導き,あんそくのみちびき,3,光,,自分を600回復。自分のデッキから[天使]か[妖精]1枚までを手札に加える。,長き旅路の終わり。,CS03-共鳴地_グループ4,魔法カード
570,天竜剣,てんりゅうけん,3,"光,装備",,相手のモンスター1体に600ダメージ。自分の[騎士]か[ドラゴン]1体を+300。,その刃は星をも穿つ。,CS03-共鳴地_グループ4,魔法カード
571,強襲,きょうしゅう,3,戦法,,"騎士・トークン (1/300/ヒト,騎士) 1体を出す。相手のモンスター1体に700ダメージ。",風より早く、獣より強く。,RP01-ランダムパスvol1_グループ2,魔法カード
572,悪意の芽吹き,あくいのめぶき,3,地,,自分のデッキから1コスト以下の[植物]2体までを出す。,敵は知らず知らずに増えている。,STR05-太古の覇者,魔法カード
573,階級制度,かいきゅうせいど,3,闇,,3コスト以下のモンスター1体を破壊する。自分は1枚引く。,冷徹な注文。,CS02-未開地_グループ4,魔法カード
574,悪魔の契約,あくまのけいやく,3,闇,,捨て札にある時、自分のターン開始時、自分の[闇]のエネルギーが場にあるなら、自分の捨て札から[闇]の魔法1枚までを手札に加える、自分に500ダメージ。相手の手札全てを公開する。相手の手札から1枚を捨てる。自分は1枚引く。,[オリカチケット/モノ]どんな時も、悪魔は契約者の魂を狙っている。,プロモーションカード,魔法カード オリカ
575,陽を背に,ひをせに,3,風,,自分の[ハーピー]が場に無い時使用できない。自分のデッキから[ハーピー]1体までを出す。,風のように、一飛びで。,DES03-楽園賛歌_グループ1,魔法カード
576,夢の昇華,ゆめのしょうか,3,夢,,自分の捨て札に共鳴召喚が必要なモンスターがあるなら、自分の捨て札から3コスト以下のモンスター1体までを出す。,ゆめからさめて、ゆめにもえる。,RP02-ランダムパスvol2_グループ2,魔法カード
577,炎鱗双剣,えんりんそうけん,3,"火,装備",,"自分の[火,ヒト]1体は「1ターンに2回攻撃できる。」を持つ。",大地を焼き、天を焦がす。,MCS05-炎鱗の舞踏,魔法カード
578,森の囁き,もりのささやき,3,地,,自分の[植物]のモンスターが場に無い時使用できない。自分の手札かデッキから「ノーマルエネルギー」2枚までをタップして出す。,命が揺らめく。,RP01-ランダムパスvol1_グループ7,魔法カード
579,地割れ,じわれ,3,地,,自分の[地]のエネルギーが場に無い時使用できない。2コスト以下のモンスター全てを破壊する。,大いなる神の一歩。,プロモーションカード,魔法カード
580,泉の水瓶,いずみのみずがめ,3,水,,自分を1200回復。,古の誓いを紡ぎ、旅人の心を清める。,CS01-新天地_グループ7,魔法カード
581,酸性雨,酸性雨 / さんせいう,3,"水,毒",,相手のランダムなモンスター1体を-200。これを4回行う。,命を溶かして存在を証明すること。,CS01-新天地_グループ6,#魔法カード
582,呪術の仮面,呪術の仮面 / じゅじゅつのかめん,3,"闇,装備",,相手の1500パワー以上のモンスター1体を破壊する。,その一瞬は永遠の苦を生む。,CS01-新天地_グループ6,#魔法カード
583,三剣の意志,三剣の意志 / さんけんのいし,3,,,"騎士・トークン (1/300/ヒト,騎士) 3体を出す。",歴史を塗り替えるために。,RP01-ランダムパスvol1_グループ2,#魔法カード
584,火の輪,火の輪 / ひのわ,3,火,,相手に700ダメージ。,焼き尽くすまで留まることはない。,ベーシック,#魔法カード
585,火口共鳴,火口共鳴 / かこうきょうめい,3,"火,召喚術",,場の自分の名前に「火口」を含むモンスターも条件として扱うことができ、共鳴召喚が必要な名前に「火口」を含むモンスターのコスト-6した共鳴召喚を行う。,熱き大地の脈動。,RP01-ランダムパスvol1_グループ8,#魔法カード
586,古びた航海図,古びた航海図 / ふるびたこうかいず,3,,,自分の[海賊]モンスターが場に無い時使用できない。自分の手札から名前に「海賊船」を含むモンスター又は「自律機シップマン」1体までを出す。,伝説の幕開け。,プロモーションカード,#魔法カード
587,灰の大地,灰の大地 / はいのだいち,3,,,相手のフィールドを破壊する。自分は1枚引く。,ただ記憶の一部となった日。,CS03-共鳴地_グループ4,#魔法カード
588,武装強化,武装強化 / ぶそうきょうか,3,"装備,戦法",,自分のモンスター1体を+600。,鋼の鎧に宿るは、勝利への渇望。,STR04-王国騎士団,#魔法カード
589,緑化,緑化 / りょくか,3,地,,自分のデッキからエネルギー1枚までをタップして出す。自分は1枚引く。,誰も気には留めない所で、繁栄への道は進んでいる。,STR02-立ちはだかる氷像,#魔法カード
590,開花,開花 / かいか,4,地,,自分の[植物]のモンスターが場に無い時使用できない。自分は5枚引く。,可能性の覚醒。,CS01-新天地_グループ7,#魔法カード
591,蜂目再生,ほうもくさいせい,4,,,自分の捨て札からパワー100の[虫]3体までを出す。自分の[虫]が5体以上場にいるなら、相手のモンスター全てに800ダメージ。,狂気こそ、強さを咎めるモノ。,RP02-ランダムパスvol2_グループ1,#魔法カード
592,ザコ魔法陣,ざこまほうじん,4,,,自分のデッキから[ザコ]2体までを出す。,運命の悪戯。,CS01-新天地_グループ7,#魔法カード
593,豪雨,ごうう,4,水,,[火]のモンスター全てを破壊する。[植物]全てを+500。,行き過ぎた恵み。,RP01-ランダムパスvol1_グループ7,#魔法カード
594,繁栄,はんえい,4,風,,自分の[森]のフィールドが場に無い時使用できない。自分の捨て札から「ノーマルエネルギー」10枚までをタップして出す。,今までは、命。今からは、時間。,RP01-ランダムパスvol1_グループ5,#魔法カード
595,宵闇の水面,よいやみのみなも,4,"水,闇",,自分のデッキが縦向きの時使用できない。自分のデッキの向きを変える。モンスター1体をデッキの下に戻す。,ひとたび落ちれば、元のかたちに戻ることなし。,STR07-妖の饗宴,#魔法カード
596,魚群魔法陣,ぎょぐんまほうじん,4,水,,自分のデッキから1コスト以下の[魚]3体までを出す。自分の[海]フィールドが場にあるなら、自分のデッキから2コスト以下の[魚]1体までを出す。,主役は一人だけでは無い。,CS02-未開地_グループ4,#魔法カード
597,活竜術,かつりゅうじゅつ,4,竜術,,自分は（自分の[ドラゴン]の数）枚引く。自分を（自分の[ドラゴン]の数×300）回復。自分の[ドラゴン]全てを+300。,その詞は覇気を纏わせる。,STR03-古の竜術,#魔法カード
598,神秘への遭遇,しんぴへのそうぐう,4,,,自分のデッキから[遺物]1体までを出す。,無形の存在がささやく。,CS01-新天地_グループ7,#魔法カード
599,無限の恵沢,むげんのけいたく,4,水,,自分の[植物]全てを+300。自分のマナ+（自分の[植物]の数）。,千を知るならば、一を理解するだけで良い。,DES01-闘争本能_グループ2,#魔法カード
600,冥府の境界,めいふのきょうかい,4,"闇,門",,自分に300ダメージ。以下から1つ選ぶ。①自分のデッキから4コスト以下の[悪魔]1体までを出す。②相手のモンスター1体を破壊する。,ここより先、魂は帰らず。,STR08-冥界の番人,#魔法カード
601,帆を上げろ！,帆を上げろ！ / ほをあげろ！,4,戦法,,自分の手札かデッキから名前に「海賊船」を含むモンスター1体までを出す。,「全速前進～～ヨーソローーー！！」-海賊船長 リカージ,RP02-ランダムバスvol2_グループ5,魔法カード
602,帯電の矢,帯電の矢 / たいでんのや,4,"雷,装備",,相手のタップ中のモンスター1体を破壊する。,痛みは伝播する。,DES01-闘争本能_グループ4,魔法カード
603,焼却,焼却 / しょうきゃく,4,火,,自分の手札が無い時使用できない。自分の手札から1枚を捨てる。モンスター1体を破壊する。,メリークリスマス！,CS03-共鳴地_グループ4,魔法カード
604,煉獄の雨,煉獄の雨 / れんごくのあめ,4,"火,闇",,自分に2000ダメージ。モンスター全てを破壊する。,空は世界を焼き落とした。,STR08-冥界の番人,魔法カード
605,混濁,混濁 / こんだく,4,水,,自分の[水]のエネルギーが場に無い時使用できない。モンスター1体を手札に戻す。,最後に見た景色を覚えているか。,CS02-未開地_グループ4,魔法カード
606,完全燃焼,完全燃焼 / かんぜんねんしょう,4,火,,自分の[火]1体を×2。,余力は不要。,CS03-共鳴地_グループ4,魔法カード
607,森焼き,森焼き / もりやき,4,火,,相手のモンスター1体に700ダメージ。これを2回行う。,火の不始末は命の不始末。,STR02-立ちはだかる氷像,魔法カード
608,氷の雨,氷の雨 / こおりのあめ,4,水,,相手のモンスター全てを-400。,凍てつく涙が降り注ぐ。,ベーシック,魔法カード
609,緊急発進台,緊急発進台 / きんきゅうはっしんだい,5,,,自分の手札から[機械]1体までを「このターン終了時、これを破壊する。」を持たせて出す。,帰ってくるまでが戦争だ。,DES02-秘匿区域_グループ1,魔法カード
610,追放,追放 / ついほう,5,,,モンスター1体を破壊する。,二度と輝くことは無い。,MCS02-魔術指南,魔法カード
611,波竜術,波竜術 / はりゅうじゅつ,5,竜術,,相手のモンスター全てに700ダメージ。自分の[ドラゴン]が場にいるなら、相手に700ダメージ。,その詞は咆哮を嵐へと変える。,STR03-古の竜術,#魔法カード
612,旧式機械装甲,旧式機械装甲 / きゅうしききかいそうこう,5,"機械, 装備",,自分の[ヒト]のモンスターが場に無い時使用できない。自分の[ヒト]1体を+1000。モンスター1体に1000ダメージ。,一時凌ぎにしては贅沢すぎる。,プロモーションカード,#魔法カード
613,悪魔な注文,悪魔な注文 / あくまなちゅうもん,5,,,相手の手札全てを公開する。相手の手札から1枚を捨てる。自分のモンスター全てを+200。自分は3枚引く。自分を400回復。相手のモンスター全てに500ダメージ。,アパレイユは言うまでもなく、シリーズにまで手を抜かないこと。クレーム・シャンティの温度管理が行き届いているかなんて、食べる前から分かるわ。,オリカ-シーズン1,#魔法カード #オリカ
614,大自然の超越,大自然の超越 / だいしぜんのちょうえつ,5,"地,火,水",,自分の[地]又は[火]又は[水]のエネルギーが場に無い時使用できない。自分の手札から8コスト以下の[地]又は[火]又は[水]1体までを出す。自分のデッキから[地]又は[火]又は[水]2枚までを手札に加える。,[オリカチケット/いぐち]それは、奇跡そのもの。,プロモーションカード,#魔法カード #オリカ
615,巨大魚の波,巨大魚の波 / きょだいぎょのなみ,5,水,,自分の[海]のフィールドが場にあるなら、自分の手札かデッキから[魚]1体までを出す。,海ではなく、魚そのものが押し寄せてきた。,RP01-ランダムパスvol1_グループ1,#魔法カード
616,魂の復元,魂の復元 / たましいのふくげん,5,,,自分のモンスターが場に無いなら、自分の捨て札からモンスター1体までを出す。,その躰は本物か、その命は真実か。,オリカ-シーズン1,#魔法カード #オリカ
617,崖上からの奇襲,崖上からの奇襲 / がけうえからのきしゅう,5,戦法,,自分の手札かデッキから3コスト以下の[騎士]1体までを出す。相手のランダムなモンスター1体を破壊する。,目に見えるものだけが全てではない。,STR04-王国騎士団,#魔法カード
618,小機の渦流,小機の渦流 / ぎあがふらっど,5,"水,機械",,[機械]が場にいるなら、モンスター1体をデッキの下に戻す。自分のデッキから2コスト以下の[機械]5体までを出す。自分の[機械]全てを+300。,[オリカチケット/爆散トマト]小さな起動音すら、波音でも隠れない。,プロモーションカード,#魔法カード #オリカ
619,夢の顕現,夢の顕現 / ゆめのけんげん,5,夢,,自分の[妖精]のモンスターが場に無い時使用できない。自分の手札から7コスト以下の[ドラゴン]1体までを出す。,その時、夢が現実となる。,RP02-ランダムパスvol2_グループ2,#魔法カード
620,緑の大地,緑の大地 / みどりのだいち,5,地,,自分のデッキからエネルギー1枚までをタップして出す。自分は3枚引く。,道を進むことだけが、前進を意味する訳では無い。,プレイヤーレベル (LV) 15達成,#魔法カード
621,消耗品,消耗品 / しょうもうひん,5,魔法,,自分のデッキから99枚までを捨てる。,[オリカチケット/消耗品] 標渺な未来も、すべて捨てる。,プロモーションカード,#魔法カード #オリカ
622,絶望の招来,絶望の招来 / ぜつぼうのしょうらい,5,闇,,自分の[闇]のエネルギーが場に無い時使用できない。自分に500ダメージ。自分のデッキから[悪魔]1体までを出す。,既に影ではなく、絶望そのもの。,CS02-未開地_グループ4,#魔法カード
623,紅蓮球,紅蓮球 / ぐれんきゅう,5,火,,自分の手札が無い時使用できない。自分の手札から1枚を捨てる。相手か相手のモンスター1体に1200ダメージ。,全てを焼き尽くす覚悟の象徴。,DES01-闘争本能_グループ4,#魔法カード
624,補給物資,補給物資 / ほきゅうぶっし,5,魔法,,自分のモンスター全てを+500。自分は3枚引く。,険しい道が続く登山ではこれがなければ命を落としたも同然である。,STR01-灼熱竜の咆哮,#魔法カード
625,裁きの日,裁きの日 / さばきのひ,5,光,,自分の[光]のエネルギーが3枚以上場にあるなら、場からモンスター全てを捨てる。,すべての罪が、いま裁かれる。,CS03-共鳴地_グループ4,#魔法カード
626,轟雷,轟雷 / ごうらい,5,雷,,[水]と[機械]のモンスター全てを破壊する。,水をも焦がし尽くす。,CS02-未開地_グループ4,#魔法カード
627,爆発,爆発 / ばくはつ,5,魔法,,相手のモンスター1体を破壊する。,シンプル・イズ・ベスト。,CS01-新天地_グループ7,#魔法カード
628,輝化,輝化 / きか,6,光,,場からモンスター1体を捨てる。自分は2枚引く。,死ではなく、自由になること。,CS03-共鳴地_グループ4,#魔法カード
629,紫月昇り,紫月昇り / しげつのぼり,6,"闇,月",,自分の捨て札から1コスト以下のモンスター5体までを出す。,多くはそれを死月とも呼ぶ。,STR06-屍の行進,#魔法カード
630,六星門,六星門 / ろくせいもん,6,門,,自分の手札かデッキから6コストのモンスター1体までを出す。,罪、懺悔、問い、慈しみ、悔い、愛。,プロモーションカード,#魔法カード
631,人魚の涙,人魚の涙 / にんぎょのなみだ,6,水,,"自分のマナ+3。自分の手札かデッキから[宝石,人魚]1体までを出す。自分のライフが相手より2000以上低いなら、自分のデッキからカード1枚までを手札に加える。",自己犠牲の慈愛。,CS02-未開地_グループ4,#魔法カード
632,掌握,掌握 / しょうあく,6,,,相手のエネルギー1枚を破壊する。自分は1枚引く。,流れゆく時間を捕らえる芸術。,CS01-新天地_グループ7,#魔法カード
633,開戦の日,開戦の日 / かいせんのひ,6,,,"騎士・トークン (1/300/ヒト,騎士) 10体までを出す。",誰ももう後戻りはできない。,RP01-ランダムパスvol1_グループ2,#魔法カード
634,銀雪夜,銀雪夜 / ぎんせつや,6,水,,相手のモンスター全ては「自分のターン終了時まで攻撃できない。」を持つ。,白き暗黒。,MCS03-銀雪の伝承,#魔法カード
635,無の創造,無の創造 / むのそうぞう,6,,,自分のデッキから効果を持たないモンスター1体までを出す。,静寂が形となる。,CS01-新天地_グループ7,#魔法カード
636,超臨界,超臨界 / ちょうりんかい,6,,,自分のライフ=100。自分の2コスト以下のモンスター全てを破壊する。自分のモンスター全てを+1000。自分のモンスター全ての効果を消す。,[オリカチケット/竹さん]汝、勇気を示せ,プロモーションカード,#魔法カード #オリカ
637,迸る尖晶石,迸る尖晶石 / すぴねる・ばにっしゅ,6,宝石,,自分の[宝石]のモンスターが場に無い時使用できない。相手のモンスター全てに1200ダメージ。,未来へと飲み込まれる。,MCS09-未来永劫_グループ2,#魔法カード
638,朱炎と白夜,朱炎と白夜 / しゅえんとびゃくや,7,"火,水",,"自分の手札かデッキから[火,ワイバーン]1体までを出す。自分の手札かデッキから[水,ドラゴン]1体までを出す。",竜熱のワルツ。,RP01-ランダムパスvol1_グループ6,#魔法カード
639,天啓,天啓 / てんけい,7,,,自分は上限まで引く。,宇宙の真理をその手に。,CS01-新天地_グループ7,#魔法カード
640,百鬼夜行,百鬼夜行 / ひゃっきやこう,7,闇,,自分のデッキか捨て札から3コスト以下の[妖怪]2体までを出す。自分の4コスト以上の[妖怪]が場にいるなら、自分のデッキか捨て札から2コスト以下の[妖怪]1体までを出す。自分の[妖怪]全てを+300。,一夜の夢か、はた真（まこと）の怪か。,STR07-妖の饗宴,#魔法カード
641,巨大な門,きょだいなもん,7,門,,自分の手札からモンスター1体までを出す。,そこは夢と現実の狭間。,CS01-新天地_グループ7,魔法カード
642,毒波,どくかみ,7,毒,,自分の[毒]のモンスターが場に無い時使用できない。相手のモンスター全てを-2000。,大気までもが穢れていく。,DES01-闘争本能_グループ3,魔法カード
643,狂気の術式,きょうきのじゅつしき,7,闇,,相手か相手のモンスター1体に（自分の捨て札の[詠唱]の数×300）ダメージ。,代償を知らないことは、愚かである。,MCS10-詠唱の歌声,魔法カード
644,創竜術,そうりゅうじゅつ,8,竜術,,自分のデッキから[ドラゴン]1体までを出す。,その詞は力を呼び覚ます。,RP02-ランダムパスvol2_グループ3,魔法カード
645,蘇竜術,そりゅうじゅつ,8,竜術,,自分の捨て札から[ドラゴン]1体までを出す。,その詞は覇気を呼び戻す。,RP02-ランダムパスvol2_グループ3,魔法カード
646,災厄,さいやく,8,門,,モンスター全てを破壊する。,塵一つ無く。,CS01-新天地_グループ7,魔法カード
647,今、夢の中で,いま、ゆめのなかで,10,夢,,自分の手札かデッキか捨て札からモンスター1体までを出す。自分のマナ+10。,求めていたものは、きっとそこに。,RP02-ランダムパスvol2_グループ2,魔法カード
648,刻の包機,くろのかぶせる,18,,,手札のこれは相手に選ばれない。手札にある時、これのコスト-（自分の捨て札の枚数）。自分は1枚引く。自分のモンスター全てをアンタップする。自分のマナ+（自分のエネルギーの数）。,[オリカチケット/ねむうぁ]あの頃の軌跡、重なる奇跡。,プロモーションカード,魔法カード オリカ
649,はりトラップ,はりとらっぷ,,,,[相手のモンスターが場に出た時]それに500ダメージ。,小さな抵抗。,CS01-新天地_グループ8,罠カード
650,超反射,ちょうはんしゃ,,,,[相手のモンスターの攻撃時]それが与えるダメージを0にする。相手のモンスター全てを破壊する。,ぜんぶはねかえしたらつよい。,プロモーションカード,罠カード オリカ
651,藪蛇,藪蛇 / やぶへび,-,,,[相手のモンスターが場に出た時] それを-400。,運命は見えざる場所で決まっている。,ベーシック,#罠カード
652,落とし穴,落とし穴 / おとしあな,-,,,[相手のモンスターが場に出た時、それのいずれかが2コスト以下なら] それを破壊する。,無防備の罪。,CS01-新天地_グループ8,#罠カード
653,繁茂する根,繁茂する根 / はんもするね,-,地,,[相手のモンスターの攻撃時] 自分を500回復。 自分のモンスター全てを全回復。,弱き者を救い悪しき者を大地に還す。,STR02-立ちはだかる氷像,#罠カード
654,網罠,網罠 / あみわな,-,,,[相手のモンスターが場に出た時、それのいずれかが2コスト以下なら] それを破壊する。,「いつもと違う道を来てみたんだ。そうしたら、空に続く場所だったみたい。」,MCS02-魔術指南,#罠カード
655,絶対絶命,絶対絶命 / ぜったいぜつめい,-,,,[自分のライフが0になった時] 自分のライフ=700。 このターンを終了する。,[オリカチケット/GOD] あなたは死を目の前に何をするのだろうか？,プロモーションカード,#罠カード #オリカ
656,籠罠,籠罠 / かごわな,-,,,[相手のモンスターが場に出た時、それのいずれかが[ザコ]なら] 自分は2枚引く。,あっという間に。,CS01-新天地_グループ8,#罠カード
657,盗み,盗み / ぬすみ,-,,,[相手のモンスターが場に出た時] 自分は1枚引く。,気づいた時には既に手遅れ。,ベーシック,#罠カード
